Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
8598,97,?,68,1st-4th,13,Widowed,Tech-support,Wife,Amer-Indian-Eskimo,Female,100,92,25,South,>50K
8599,69,State-gov,18,10th,3,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,23,31,74,South,>50K
8600,28,State-gov,60,Bachelors,5,Widowed,Priv-house-serv,Wife,Asian-Pac-Islander,Female,90,75,89,Columbia,>50K
8601,9,Private,68,1st-4th,10,Never-married,Transport-moving,Husband,Black,Male,93,25,48,Ireland,<=50K
8602,61,Self-emp-not-inc,15,5th-6th,14,Widowed,?,Unmarried,Black,Male,36,29,85,Greece,>50K
8603,94,?,29,Doctorate,11,Widowed,?,Husband,Other,Male,30,89,14,El-Salvador,<=50K
8604,95,Never-worked,46,Prof-school,12,Divorced,Craft-repair,Other-relative,Black,Female,86,91,97,Laos,<=50K
8605,57,Federal-gov,33,12th,6,Widowed,Priv-house-serv,Other-relative,White,Female,8,60,55,Hong,<=50K
8606,65,Local-gov,91,Prof-school,14,Married-spouse-absent,Other-service,Wife,Other,Male,8,97,75,Laos,>50K
8607,18,Federal-gov,63,Assoc-acdm,9,Widowed,Armed-Forces,Not-in-family,Black,Male,82,94,82,South,<=50K
8608,55,Self-emp-inc,56,Doctorate,10,Divorced,Sales,Unmarried,Black,Female,59,26,60,Guatemala,<=50K
8609,67,Self-emp-inc,29,7th-8th,16,Separated,Prof-specialty,Not-in-family,Black,Male,63,28,47,Honduras,<=50K
8610,5,?,14,Doctorate,9,Never-married,Tech-support,Not-in-family,Black,Male,97,43,49,Mexico,<=50K
8611,81,Self-emp-not-inc,46,HS-grad,3,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,35,16,88,?,<=50K
8612,38,Private,14,Preschool,4,Separated,Farming-fishing,Unmarried,Other,Female,15,42,23,Ecuador,>50K
8613,27,State-gov,77,Masters,13,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,1,26,56,Scotland,>50K
8614,7,Federal-gov,56,Masters,11,Never-married,?,Wife,Other,Female,46,61,61,Columbia,<=50K
8615,59,Never-worked,37,5th-6th,16,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,3,19,57,Laos,<=50K
8616,95,Federal-gov,93,Masters,11,Divorced,Handlers-cleaners,Other-relative,White,Female,60,2,33,Puerto-Rico,>50K
8617,96,Self-emp-inc,28,Assoc-voc,11,Widowed,Protective-serv,Husband,White,Male,38,80,16,Ireland,>50K
8618,97,Self-emp-inc,34,5th-6th,1,Married-spouse-absent,Other-service,Husband,Asian-Pac-Islander,Female,0,14,25,Dominican-Republic,>50K
8619,90,Local-gov,76,5th-6th,11,Divorced,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,30,25,22,Germany,<=50K
8620,48,Federal-gov,46,Some-college,15,Married-AF-spouse,Handlers-cleaners,Unmarried,Other,Female,28,67,87,Thailand,<=50K
8621,30,Self-emp-not-inc,39,HS-grad,3,Separated,?,Not-in-family,Other,Male,56,68,82,Italy,<=50K
8622,88,Without-pay,35,Bachelors,8,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,79,7,43,Hong,>50K
8623,44,?,83,10th,13,Never-married,Other-service,Not-in-family,White,Male,78,58,57,India,>50K
8624,58,Never-worked,29,Bachelors,7,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,92,13,37,Portugal,>50K
8625,53,Self-emp-not-inc,97,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,Black,Male,12,67,58,Mexico,>50K
8626,81,Self-emp-not-inc,33,Preschool,10,Married-AF-spouse,?,Wife,Other,Female,36,40,32,Columbia,>50K
8627,81,Private,91,10th,10,Separated,Armed-Forces,Husband,Other,Male,54,18,72,Outlying-US(Guam-USVI-etc),<=50K
8628,44,Self-emp-inc,4,Prof-school,6,Married-spouse-absent,?,Own-child,Asian-Pac-Islander,Male,57,3,47,France,<=50K
8629,33,?,54,Assoc-acdm,10,Divorced,?,Unmarried,White,Male,16,48,16,Ireland,<=50K
8630,56,Self-emp-inc,27,Assoc-voc,13,Married-AF-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,92,100,4,Dominican-Republic,<=50K
8631,5,Self-emp-not-inc,1,11th,15,Married-AF-spouse,?,Other-relative,Asian-Pac-Islander,Female,79,88,35,Cuba,<=50K
8632,46,Never-worked,29,1st-4th,1,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,12,21,19,Hungary,>50K
8633,6,Self-emp-not-inc,99,5th-6th,15,Married-AF-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,17,61,37,Vietnam,>50K
8634,92,Never-worked,5,HS-grad,3,Divorced,?,Not-in-family,Black,Male,79,23,78,Nicaragua,>50K
8635,20,Never-worked,3,Masters,2,Separated,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,22,36,25,Poland,>50K
8636,1,Self-emp-inc,48,Prof-school,7,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,88,39,95,?,>50K
8637,81,State-gov,9,9th,7,Never-married,Machine-op-inspct,Not-in-family,Black,Female,21,46,73,Germany,<=50K
8638,71,Without-pay,20,5th-6th,1,Married-civ-spouse,Protective-serv,Wife,Other,Male,30,26,34,Holand-Netherlands,>50K
8639,36,Without-pay,28,1st-4th,2,Divorced,Farming-fishing,Husband,Other,Male,14,70,97,Greece,<=50K
8640,21,Never-worked,2,7th-8th,3,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,89,28,51,Ireland,<=50K
8641,41,Self-emp-inc,25,1st-4th,15,Separated,Priv-house-serv,Wife,Asian-Pac-Islander,Male,32,100,41,Canada,<=50K
8642,41,?,82,Prof-school,11,Married-AF-spouse,Craft-repair,Not-in-family,Other,Male,91,100,80,?,<=50K
8643,20,Local-gov,85,Preschool,15,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,14,94,71,Greece,<=50K
8644,62,Never-worked,33,7th-8th,12,Married-AF-spouse,Craft-repair,Own-child,Black,Male,43,36,34,Canada,<=50K
8645,74,Never-worked,72,9th,7,Never-married,Sales,Wife,Black,Female,21,78,87,Canada,>50K
8646,7,State-gov,9,Assoc-acdm,4,Never-married,Protective-serv,Wife,Black,Female,55,79,25,?,>50K
8647,55,?,30,Preschool,4,Separated,Handlers-cleaners,Husband,Black,Male,44,89,92,Greece,>50K
8648,61,Self-emp-not-inc,29,Preschool,2,Married-spouse-absent,?,Husband,White,Female,72,85,12,Mexico,>50K
8649,72,Self-emp-not-inc,12,5th-6th,8,Separated,Adm-clerical,Other-relative,Black,Male,59,17,81,Iran,<=50K
8650,85,Federal-gov,91,5th-6th,16,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,81,7,55,Cuba,<=50K
8651,54,Private,94,10th,16,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,85,99,17,Canada,>50K
8652,55,Without-pay,8,Doctorate,1,Married-AF-spouse,Prof-specialty,Wife,Black,Male,4,55,48,Yugoslavia,>50K
8653,22,Local-gov,51,Prof-school,11,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,41,35,54,Italy,<=50K
8654,15,Local-gov,85,Assoc-acdm,4,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Male,69,9,46,Poland,<=50K
8655,89,Self-emp-inc,9,Assoc-voc,13,Never-married,Protective-serv,Unmarried,Black,Male,84,89,2,Japan,>50K
8656,42,Without-pay,11,9th,12,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,60,6,18,India,<=50K
8657,33,Self-emp-inc,47,Assoc-acdm,11,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,20,48,45,El-Salvador,>50K
8658,99,State-gov,99,Preschool,4,Married-spouse-absent,Priv-house-serv,Husband,White,Female,82,77,50,Iran,<=50K
8659,38,Federal-gov,20,Prof-school,16,Married-AF-spouse,Craft-repair,Husband,White,Male,99,64,38,Outlying-US(Guam-USVI-etc),<=50K
8660,30,Self-emp-not-inc,21,Some-college,1,Never-married,Farming-fishing,Own-child,Other,Male,68,84,88,Portugal,<=50K
8661,41,Self-emp-inc,94,Masters,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,28,34,68,Germany,>50K
8662,77,Private,89,Bachelors,15,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,97,100,10,England,<=50K
8663,86,Local-gov,65,Doctorate,3,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,35,17,12,Portugal,<=50K
8664,35,Local-gov,85,HS-grad,12,Married-spouse-absent,Farming-fishing,Own-child,White,Male,79,1,70,Ecuador,<=50K
8665,73,?,73,1st-4th,9,Married-AF-spouse,Armed-Forces,Wife,Other,Female,65,55,100,Honduras,>50K
8666,91,Local-gov,77,11th,5,Separated,Craft-repair,Not-in-family,White,Male,30,84,19,Peru,>50K
8667,30,Local-gov,39,9th,13,Divorced,Prof-specialty,Wife,Black,Female,80,60,32,Laos,>50K
8668,12,Federal-gov,85,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,19,26,81,Canada,>50K
8669,62,State-gov,44,Prof-school,3,Divorced,Handlers-cleaners,Husband,Black,Male,2,16,47,Greece,<=50K
8670,14,State-gov,25,Assoc-acdm,13,Widowed,Farming-fishing,Husband,Other,Male,80,21,30,China,>50K
8671,98,Federal-gov,94,1st-4th,4,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,91,56,57,Ireland,>50K
8672,98,Self-emp-not-inc,40,Prof-school,8,Separated,Priv-house-serv,Wife,White,Male,0,52,93,England,<=50K
8673,76,Without-pay,80,1st-4th,12,Married-civ-spouse,Armed-Forces,Not-in-family,Black,Female,89,99,77,India,>50K
8674,97,Private,34,Masters,4,Separated,Protective-serv,Other-relative,White,Female,75,93,87,Hong,<=50K
8675,75,Never-worked,94,5th-6th,8,Married-AF-spouse,?,Own-child,Asian-Pac-Islander,Male,60,23,2,Laos,<=50K
8676,59,Federal-gov,54,Preschool,14,Separated,?,Other-relative,Asian-Pac-Islander,Male,56,60,52,Portugal,>50K
8677,91,Never-worked,97,9th,7,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,38,13,60,Japan,<=50K
8678,54,Without-pay,73,Prof-school,10,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,82,87,64,Peru,<=50K
8679,86,Private,60,Bachelors,11,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,86,8,78,Nicaragua,>50K
8680,100,Self-emp-inc,87,Assoc-voc,11,Never-married,Transport-moving,Wife,Black,Female,30,79,10,Cambodia,<=50K
8681,53,Private,2,Assoc-acdm,12,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,59,75,19,Philippines,<=50K
8682,55,Federal-gov,59,Prof-school,10,Divorced,Protective-serv,Own-child,Black,Male,68,89,35,Ireland,>50K
8683,66,Local-gov,97,Some-college,14,Divorced,Craft-repair,Own-child,Other,Male,44,46,45,Mexico,>50K
8684,90,State-gov,92,Bachelors,14,Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,61,3,80,France,<=50K
8685,66,Never-worked,22,12th,14,Widowed,Other-service,Husband,White,Male,100,6,4,Peru,>50K
8686,64,Federal-gov,56,7th-8th,4,Married-AF-spouse,Prof-specialty,Not-in-family,Other,Male,48,22,44,Columbia,>50K
8687,79,Without-pay,99,10th,3,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,82,97,14,Vietnam,<=50K
8688,58,Without-pay,41,11th,10,Widowed,Prof-specialty,Other-relative,Black,Male,34,43,10,Guatemala,>50K
8689,20,State-gov,32,Assoc-voc,9,Separated,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,27,9,3,Columbia,>50K
8690,43,Self-emp-inc,24,Assoc-acdm,6,Married-spouse-absent,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,74,9,27,Cambodia,>50K
8691,89,Local-gov,82,Masters,13,Married-civ-spouse,Tech-support,Unmarried,White,Female,80,15,80,Philippines,<=50K
8692,15,Self-emp-inc,13,Preschool,3,Never-married,Armed-Forces,Own-child,Other,Female,51,70,37,Cuba,<=50K
8693,24,Local-gov,76,11th,16,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,87,89,50,Canada,<=50K
8694,60,?,32,9th,7,Widowed,?,Not-in-family,Black,Female,88,88,92,Philippines,>50K
8695,3,Without-pay,56,Some-college,13,Married-spouse-absent,Other-service,Husband,Asian-Pac-Islander,Male,77,15,93,Taiwan,>50K
8696,8,State-gov,78,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Husband,Other,Male,15,45,51,United-States,>50K
8697,20,Self-emp-not-inc,93,HS-grad,7,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,75,58,29,El-Salvador,>50K
8698,67,Private,76,11th,13,Married-AF-spouse,Protective-serv,Own-child,Black,Male,41,45,97,Iran,>50K
8699,47,Self-emp-inc,44,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,69,59,72,Cuba,<=50K
8700,46,Private,10,Some-college,14,Married-spouse-absent,Other-service,Husband,Asian-Pac-Islander,Female,53,20,94,Dominican-Republic,>50K
8701,62,Never-worked,56,1st-4th,8,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,6,73,35,Hungary,<=50K
8702,19,Never-worked,35,11th,5,Married-spouse-absent,Tech-support,Other-relative,Black,Female,65,36,24,Poland,>50K
8703,96,Federal-gov,87,9th,14,Married-spouse-absent,?,Unmarried,Other,Male,78,100,33,Holand-Netherlands,<=50K
8704,45,?,12,Doctorate,3,Married-spouse-absent,Other-service,Husband,Other,Female,63,87,65,Thailand,<=50K
8705,59,Self-emp-not-inc,62,11th,7,Married-AF-spouse,Machine-op-inspct,Not-in-family,Other,Male,77,1,39,Cuba,>50K
8706,60,Local-gov,66,Prof-school,10,Separated,Other-service,Own-child,Black,Female,44,100,45,Canada,>50K
8707,58,Without-pay,2,Some-college,14,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,17,11,54,Jamaica,<=50K
8708,6,Local-gov,62,Doctorate,13,Married-spouse-absent,?,Own-child,White,Male,93,49,34,Taiwan,<=50K
8709,80,Self-emp-inc,98,11th,10,Married-spouse-absent,Craft-repair,Wife,Asian-Pac-Islander,Male,27,73,81,Taiwan,>50K
8710,63,Without-pay,13,HS-grad,4,Widowed,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,54,43,81,Ireland,<=50K
8711,71,Federal-gov,98,10th,15,Married-spouse-absent,Other-service,Husband,Other,Male,91,6,9,Poland,<=50K
8712,87,Never-worked,64,Assoc-acdm,10,Widowed,Tech-support,Unmarried,Black,Female,76,38,11,Canada,<=50K
8713,20,Federal-gov,16,Assoc-acdm,3,Married-spouse-absent,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,57,49,47,Portugal,<=50K
8714,66,Self-emp-not-inc,82,Preschool,6,Married-AF-spouse,Transport-moving,Other-relative,White,Female,53,24,71,China,>50K
8715,57,Self-emp-inc,81,Doctorate,10,Married-spouse-absent,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,53,64,5,Poland,<=50K
8716,95,Never-worked,48,11th,14,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,98,42,70,Hong,>50K
8717,26,Never-worked,7,Some-college,1,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,19,39,30,Taiwan,>50K
8718,46,Without-pay,79,12th,13,Married-AF-spouse,Craft-repair,Unmarried,White,Male,4,56,66,Philippines,<=50K
8719,70,Without-pay,40,11th,11,Separated,Sales,Other-relative,Asian-Pac-Islander,Male,3,73,78,Honduras,<=50K
8720,77,Self-emp-not-inc,93,Bachelors,12,Married-civ-spouse,Other-service,Other-relative,Other,Male,26,34,65,Laos,<=50K
8721,48,Self-emp-not-inc,22,Some-college,11,Never-married,Farming-fishing,Unmarried,Other,Female,18,74,64,Portugal,<=50K
8722,59,Without-pay,19,9th,1,Divorced,Tech-support,Other-relative,Other,Female,74,79,34,Haiti,<=50K
8723,58,Federal-gov,17,Preschool,3,Never-married,Armed-Forces,Unmarried,Black,Female,6,56,51,Ireland,<=50K
8724,50,State-gov,100,Some-college,12,Married-AF-spouse,Adm-clerical,Other-relative,White,Male,51,35,73,Canada,>50K
8725,94,Never-worked,91,Assoc-voc,2,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,31,58,44,Vietnam,>50K
8726,56,Without-pay,29,Bachelors,15,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,2,8,92,Portugal,<=50K
8727,45,Self-emp-not-inc,45,Prof-school,11,Married-civ-spouse,Tech-support,Other-relative,Black,Female,51,37,14,Holand-Netherlands,>50K
8728,48,Private,58,10th,10,Divorced,Protective-serv,Other-relative,Black,Male,78,30,23,Peru,>50K
8729,97,Without-pay,79,1st-4th,12,Married-civ-spouse,Tech-support,Wife,Other,Male,82,7,62,Vietnam,<=50K
8730,23,Self-emp-inc,95,7th-8th,13,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,51,39,83,Hungary,<=50K
8731,68,?,1,9th,11,Widowed,Sales,Other-relative,White,Female,89,60,39,Japan,>50K
8732,72,Never-worked,94,Assoc-acdm,2,Married-AF-spouse,Tech-support,Wife,Black,Male,68,40,90,Dominican-Republic,<=50K
8733,16,Without-pay,48,Preschool,15,Married-spouse-absent,Adm-clerical,Wife,Black,Female,46,6,3,France,>50K
8734,1,Federal-gov,49,Prof-school,8,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,93,100,37,Haiti,<=50K
8735,51,Federal-gov,41,10th,4,Married-AF-spouse,Armed-Forces,Other-relative,White,Female,48,96,12,Greece,>50K
8736,45,Private,96,Assoc-voc,9,Married-AF-spouse,Machine-op-inspct,Not-in-family,Other,Male,9,1,51,Vietnam,<=50K
8737,80,Self-emp-inc,34,10th,4,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,33,53,78,Dominican-Republic,<=50K
8738,38,Federal-gov,71,Some-college,8,Married-spouse-absent,Prof-specialty,Own-child,Other,Female,94,34,0,Thailand,<=50K
8739,4,?,27,9th,3,Married-AF-spouse,Exec-managerial,Own-child,Other,Male,81,84,1,Germany,<=50K
8740,26,Federal-gov,95,5th-6th,15,Never-married,Handlers-cleaners,Wife,Black,Female,75,92,86,Italy,<=50K
8741,75,Self-emp-not-inc,16,Assoc-acdm,2,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,67,74,54,India,>50K
8742,5,State-gov,80,10th,3,Widowed,Sales,Husband,Black,Male,89,54,11,Jamaica,>50K
8743,38,Self-emp-inc,84,Masters,1,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,73,13,100,Puerto-Rico,>50K
8744,30,?,62,HS-grad,12,Married-civ-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,37,27,11,Mexico,>50K
8745,24,?,97,12th,7,Separated,Protective-serv,Own-child,Black,Male,64,22,61,Portugal,>50K
8746,75,Self-emp-inc,90,Prof-school,14,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,78,100,90,Puerto-Rico,<=50K
8747,45,Without-pay,16,7th-8th,10,Married-AF-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,32,52,62,France,<=50K
8748,17,Self-emp-not-inc,27,Assoc-voc,6,Widowed,Machine-op-inspct,Wife,Other,Male,52,21,4,Jamaica,<=50K
8749,69,Without-pay,16,12th,13,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,93,70,34,England,>50K
8750,55,Local-gov,3,Assoc-acdm,5,Married-AF-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,33,33,81,Philippines,>50K
8751,62,Self-emp-inc,61,1st-4th,9,Married-AF-spouse,Sales,Wife,Black,Female,6,8,1,Ireland,<=50K
8752,90,Federal-gov,49,Bachelors,14,Never-married,?,Unmarried,Asian-Pac-Islander,Female,21,62,39,Columbia,<=50K
8753,25,Private,67,Assoc-acdm,3,Married-civ-spouse,Protective-serv,Own-child,White,Female,84,82,51,Columbia,>50K
8754,13,?,9,9th,8,Married-civ-spouse,Other-service,Unmarried,Other,Female,69,42,23,Outlying-US(Guam-USVI-etc),<=50K
8755,20,Private,91,Bachelors,8,Married-spouse-absent,Farming-fishing,Other-relative,Black,Female,7,95,85,Greece,>50K
8756,4,State-gov,83,Assoc-acdm,7,Separated,Handlers-cleaners,Unmarried,Other,Male,39,75,82,Italy,<=50K
8757,79,Never-worked,45,5th-6th,16,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,53,26,28,France,>50K
8758,35,Without-pay,41,9th,3,Married-AF-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Female,60,43,18,Taiwan,<=50K
8759,58,?,70,Assoc-voc,14,Married-AF-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,62,59,37,Jamaica,<=50K
8760,61,Private,35,Prof-school,2,Married-spouse-absent,Sales,Wife,Other,Female,87,86,29,Holand-Netherlands,>50K
8761,40,Never-worked,90,Assoc-acdm,1,Separated,Handlers-cleaners,Own-child,Black,Female,37,81,21,El-Salvador,>50K
8762,2,State-gov,72,Preschool,2,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,29,81,22,England,>50K
8763,71,Without-pay,33,Masters,13,Married-civ-spouse,Craft-repair,Husband,White,Male,47,35,52,Laos,<=50K
8764,74,Never-worked,7,Prof-school,4,Married-AF-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,17,99,76,Poland,>50K
8765,91,Self-emp-not-inc,74,11th,6,Separated,Exec-managerial,Husband,Black,Male,98,36,16,Philippines,>50K
8766,13,Never-worked,28,Some-college,15,Married-spouse-absent,Tech-support,Own-child,White,Male,17,97,62,Ecuador,<=50K
8767,12,Local-gov,37,Bachelors,1,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,69,13,10,United-States,>50K
8768,99,Local-gov,51,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,65,27,41,Philippines,<=50K
8769,75,Self-emp-not-inc,87,5th-6th,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,19,7,81,England,>50K
8770,64,Private,68,7th-8th,12,Widowed,Sales,Wife,Asian-Pac-Islander,Female,81,94,58,?,<=50K
8771,36,Never-worked,17,9th,8,Married-AF-spouse,Priv-house-serv,Unmarried,White,Male,35,39,80,Laos,<=50K
8772,30,Self-emp-not-inc,100,1st-4th,7,Widowed,Adm-clerical,Husband,White,Male,71,99,22,England,>50K
8773,6,?,8,Prof-school,12,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,58,89,11,Trinadad&Tobago,>50K
8774,95,?,97,5th-6th,6,Divorced,Protective-serv,Husband,Black,Female,90,92,96,Greece,<=50K
8775,1,Local-gov,40,7th-8th,2,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,27,83,33,Ireland,>50K
8776,17,Local-gov,12,Some-college,8,Divorced,Tech-support,Unmarried,Black,Female,2,74,66,Ecuador,>50K
8777,41,Never-worked,27,11th,8,Divorced,Craft-repair,Wife,Other,Male,23,16,13,Puerto-Rico,<=50K
8778,98,Never-worked,63,7th-8th,16,Divorced,Priv-house-serv,Not-in-family,White,Male,66,87,35,Hong,>50K
8779,1,?,85,Assoc-acdm,3,Divorced,Craft-repair,Other-relative,Other,Male,29,30,93,China,<=50K
8780,38,Without-pay,80,Masters,6,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,56,56,48,Vietnam,<=50K
8781,80,Federal-gov,64,Assoc-voc,14,Divorced,Sales,Not-in-family,White,Male,57,15,1,Haiti,>50K
8782,12,Private,59,5th-6th,1,Never-married,Transport-moving,Other-relative,White,Male,90,8,73,Taiwan,>50K
8783,64,Self-emp-inc,98,Assoc-acdm,5,Widowed,Priv-house-serv,Unmarried,Black,Female,43,96,22,Japan,<=50K
8784,52,Without-pay,68,10th,16,Separated,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,9,59,51,Outlying-US(Guam-USVI-etc),<=50K
8785,86,?,8,Some-college,4,Married-spouse-absent,Armed-Forces,Husband,Other,Male,4,56,79,Cuba,<=50K
8786,32,Self-emp-not-inc,62,11th,10,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Male,11,14,1,Nicaragua,>50K
8787,80,?,100,Some-college,2,Married-AF-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,57,93,86,Laos,<=50K
